# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.11.2

"blockdata::iron ore::1", string, 800469726F6E
"blockdata::iron ore::2", long, 0000000000000005
"blockdata::iron ore::3", long, 0000000000000002
"blockdata::jungle log::1", string, 80066A756E676C65
"blockdata::jungle log::2", long, 0000000000000064
"blockdata::jungle log::3", long, 0000000000000005
"blockdata::light blue glazed terracotta::1", string, 80076D69746872696C
"blockdata::light blue glazed terracotta::2", long, 00000000000001C2
"blockdata::light blue glazed terracotta::3", long, 000000000000000A
blockdata::lilac::1, string, 80056C696C6163
blockdata::lilac::2, long, 00000000000000FA
blockdata::lilac::3, long, 0000000000000005
"blockdata::lime glazed terracotta::1", string, 80076C6172696D6172
"blockdata::lime glazed terracotta::2", long, 00000000000000FA
"blockdata::lime glazed terracotta::3", long, 0000000000000009
"blockdata::oak log::1", string, 80036F616B
"blockdata::oak log::2", long, 0000000000000005
"blockdata::oak log::3", long, 0000000000000001
blockdata::peony::1, string, 800570656F6E79
blockdata::peony::2, long, 00000000000001F4
blockdata::peony::3, long, 0000000000000007
blockdata::potato::1, string, 8006706F7461746F
blockdata::potato::2, long, 0000000000000028
blockdata::potatoes::1, string, 8006706F7461746F
blockdata::potatoes::2, long, 0000000000000028
blockdata::potatoes::3, long, 0000000000000002
"blockdata::purple glazed terracotta::1", string, 80076368726F6D6974
"blockdata::purple glazed terracotta::2", long, 0000000000000258
"blockdata::purple glazed terracotta::3", long, 000000000000000B
"blockdata::red glazed terracotta::1", string, 8009666972657368617264
"blockdata::red glazed terracotta::2", long, 0000000000000096
"blockdata::red glazed terracotta::3", long, 0000000000000008
"blockdata::rose bush::1", string, 8004726F7365
"blockdata::rose bush::2", long, 000000000000015E
"blockdata::rose bush::3", long, 0000000000000006
"blockdata::spruce log::1", string, 8006737072756365
"blockdata::spruce log::2", long, 0000000000000032
"blockdata::spruce log::3", long, 0000000000000003
"blockdata::tube coral::1", string, 800A7475626520636F72616C
"blockdata::tube coral::2", long, 0000000000000320
"blockdata::tube coral::3", long, 0000000000000008
blockdata::wheat::1, string, 80057768656174
blockdata::wheat::2, long, 0000000000000000
blockdata::wheat::3, long, 0000000000000001
boostername::dropbooster, string, 8032C2A778C2A735C2A745C2A746C2A746C2A731C2A746E1B485CA80E1B48FE1B49820CA99E1B48FE1B48F73E1B49BE1B487CA80
boostername::expbooster, string, 802EC2A778C2A746C2A746C2A736C2A736C2A745C2A730E1B48778E1B49820CA99E1B48FE1B48F73E1B49BE1B487CA80
boostername::genbooster, string, 802FC2A778C2A733C2A736C2A746C2A746C2A737C2A746C9A2E1B487C9B47320CA99E1B48FE1B48F73E1B49BE1B487CA80
boostlevel::driveen::beams, long, 0000000000000019
boostlevel::driveen::blocksaura, long, 0000000000000000
boostlevel::driveen::events, long, 0000000000000000
boostlevel::driveen::explosion, long, 000000000000000A
boostlevel::driveen::extraexp, long, 0000000000000064
boostlevel::driveen::luckyupgrade, long, 0000000000000000
boostlevel::driveen::magiccircle, long, 0000000000000000
boostlevel::driveen::meteor, long, 0000000000000032
boostlevel::driveen::radius, long, 0000000000000032
boostlevel::driveen::speed, long, 0000000000000064
boostlevel::driveen::tnt, long, 0000000000000019
boostlevel::driveen::tokens, long, 0000000000000064
boostlevel::driveen::ufo, long, 0000000000000000
boostlevel::larulecio::beams, long, 0000000000000019
boostlevel::larulecio::blocksaura, long, 0000000000000005
boostlevel::larulecio::events, long, 000000000000000E
boostlevel::larulecio::explosion, long, 000000000000000A
boostlevel::larulecio::extraexp, long, 0000000000000064
boostlevel::larulecio::luckyupgrade, long, 0000000000000064
boostlevel::larulecio::magiccircle, long, 000000000000000A
boostlevel::larulecio::meteor, long, 0000000000000004
boostlevel::larulecio::radius, long, 0000000000000032
boostlevel::larulecio::speed, long, 0000000000000064
boostlevel::larulecio::tnt, long, 0000000000000019
boostlevel::larulecio::tokens, long, 0000000000000064
boostlevel::larulecio::ufo, long, 0000000000000000
boostlevel::nasserz_::beams, long, 0000000000000013
boostlevel::nasserz_::blocksaura, long, 0000000000000001
boostlevel::nasserz_::events, long, 0000000000000001
boostlevel::nasserz_::explosion, long, 000000000000000A
boostlevel::nasserz_::extraexp, long, 0000000000000004
boostlevel::nasserz_::luckyupgrade, long, 000000000000000E
boostlevel::nasserz_::magiccircle, long, 0000000000000001
boostlevel::nasserz_::meteor, long, 000000000000000B
boostlevel::nasserz_::radius, long, 000000000000000C
boostlevel::nasserz_::speed, long, 0000000000000012
boostlevel::nasserz_::tnt, long, 0000000000000016
boostlevel::nasserz_::tokens, long, 0000000000000002
boostlevel::nasserz_::ufo, long, 0000000000000001
"brokengen::bskyblock_world:-17.5,99.5,14.5", uuid, 820C6C656173745369674269747304BCB9C789EB1BB0CC0B6D6F737453696742697473044753C47EB1D74F55
"brokengen::bskyblock_world:-17.5,99.5,15.5", uuid, 820C6C656173745369674269747304BCB6A310862DDDFE0B6D6F7374536967426974730414BD1B6E772C4D97
"brokengen::bskyblock_world:-17.5,99.5,16.5", uuid, 820C6C65617374536967426974730496FB0A4DB9AE0F0D0B6D6F73745369674269747304ED614B488D814E95
"brokengen::bskyblock_world:-17.5,99.5,17.5", uuid, 820C6C656173745369674269747304BCF7A39187BBB0040B6D6F737453696742697473049DA70FEFF25F42C3
"brokengen::bskyblock_world:-17.5,99.5,18.5", uuid, 820C6C6561737453696742697473049A8831F921B78D100B6D6F73745369674269747304A7F9A44C984844BA
"brokengen::bskyblock_world:-16.5,99.5,14.5", uuid, 820C6C6561737453696742697473049449F805048388F60B6D6F737453696742697473044DFEE67F03F4407F
"brokengen::bskyblock_world:-16.5,99.5,15.5", uuid, 820C6C6561737453696742697473048202E9E223A82E8E0B6D6F737453696742697473044F078CFD59C046FD
"brokengen::bskyblock_world:-16.5,99.5,16.5", uuid, 820C6C6561737453696742697473048AE5BC505E5BB0540B6D6F73745369674269747304738BC10BC28A491F
"brokengen::bskyblock_world:-16.5,99.5,17.5", uuid, 820C6C6561737453696742697473049C0D7FB8612C48310B6D6F73745369674269747304953E02DDD4E748C9
"brokengen::bskyblock_world:-16.5,99.5,18.5", uuid, 820C6C656173745369674269747304BBD03C5CCF0B87BD0B6D6F737453696742697473048CA07ADF9F2C43B1
"brokengen::bskyblock_world:-15.5,99.5,13.5", uuid, 820C6C656173745369674269747304A11DDC1271735EDD0B6D6F737453696742697473042E8075399EED419A
"brokengen::bskyblock_world:-15.5,99.5,14.5", uuid, 820C6C656173745369674269747304BFB747AE90048C7E0B6D6F73745369674269747304B12D923D93B64B12
"brokengen::bskyblock_world:-15.5,99.5,15.5", uuid, 820C6C656173745369674269747304BF83CA008A3770F40B6D6F73745369674269747304156327D985774877
"brokengen::bskyblock_world:-15.5,99.5,16.5", uuid, 820C6C656173745369674269747304A0CC9AEFBFCBD5B80B6D6F7374536967426974730405C2B1F7E52D4552
"brokengen::bskyblock_world:-15.5,99.5,17.5", uuid, 820C6C6561737453696742697473048635749D732A6E4C0B6D6F737453696742697473040E280A0EF3B84FF9
"brokengen::bskyblock_world:-15.5,99.5,18.5", uuid, 820C6C656173745369674269747304B81510C5620219290B6D6F73745369674269747304AAE66B84C98048F6
"brokengen::bskyblock_world:-14.5,99.5,14.5", uuid, 820C6C6561737453696742697473049F13C9913344E91A0B6D6F73745369674269747304FE432396CDB94C03
"brokengen::bskyblock_world:-14.5,99.5,15.5", uuid, 820C6C656173745369674269747304A2BA0073B5DE4A160B6D6F73745369674269747304071C9AD952814F5B
"brokengen::bskyblock_world:-14.5,99.5,17.5", uuid, 820C6C6561737453696742697473048C693A333384D7BF0B6D6F737453696742697473046FCDEA1C1FF541A0
"brokengen::bskyblock_world:-14.5,99.5,18.5", uuid, 820C6C656173745369674269747304B826F792789CA6580B6D6F73745369674269747304CC7747D93A994FFB
"brokengen::bskyblock_world:-13.5,99.5,14.5", uuid, 820C6C656173745369674269747304B9D02B66A59CB9BF0B6D6F737453696742697473041EFDEF817A554631
"brokengen::bskyblock_world:-13.5,99.5,15.5", uuid, 820C6C6561737453696742697473049843820407DD6FD10B6D6F7374536967426974730467EB9728A2B94747
"brokengen::bskyblock_world:-13.5,99.5,16.5", uuid, 820C6C656173745369674269747304A501969EEDE1A5E90B6D6F73745369674269747304C2FF4590CC37498C
"brokengen::bskyblock_world:-13.5,99.5,17.5", uuid, 820C6C656173745369674269747304BB4CC33045E92BFC0B6D6F73745369674269747304FC35B2353A234AE5
"brokengen::bskyblock_world:-13.5,99.5,18.5", uuid, 820C6C656173745369674269747304B6932CB9B01905970B6D6F73745369674269747304773BF15D3420420B
"brokengen::bskyblock_world:-12.5,99.5,14.5", uuid, 820C6C6561737453696742697473048D8FFB4D8DBBDF720B6D6F737453696742697473046220C81087994952
"brokengen::bskyblock_world:-12.5,99.5,15.5", uuid, 820C6C656173745369674269747304ABA6698635EC91B90B6D6F737453696742697473046DE0CE48E21246AC
"brokengen::bskyblock_world:-12.5,99.5,16.5", uuid, 820C6C656173745369674269747304927C28B0241864630B6D6F73745369674269747304AAC76DEC32D34A2A
"brokengen::bskyblock_world:-12.5,99.5,17.5", uuid, 820C6C656173745369674269747304ABE5482E6B3BFC1D0B6D6F73745369674269747304C72CDD84489148BF
"brokengen::bskyblock_world:-12.5,99.5,18.5", uuid, 820C6C65617374536967426974730485024D509E60C6B60B6D6F737453696742697473048509F61B5D664F9D
"brokengen::bskyblock_world:-11.5,99.5,14.5", uuid, 820C6C656173745369674269747304A073155B59E2359B0B6D6F737453696742697473042DDD0477369D418B
"brokengen::bskyblock_world:-11.5,99.5,15.5", uuid, 820C6C6561737453696742697473048BC763027B30D0270B6D6F73745369674269747304B0746B16F9B34EA7
"brokengen::bskyblock_world:-11.5,99.5,16.5", uuid, 820C6C656173745369674269747304BFE5FAA46A6339A40B6D6F7374536967426974730450FB548E26B54029
"brokengen::bskyblock_world:-11.5,99.5,17.5", uuid, 820C6C6561737453696742697473049BB8FC26C43D4D730B6D6F73745369674269747304E6FE4AFCDF614147
"brokengen::bskyblock_world:-11.5,99.5,18.5", uuid, 820C6C656173745369674269747304A7F79D4F97B88E330B6D6F737453696742697473049401F4B98276438A
bypassedit::driveen, boolean, 00
caughttime::driveen, date, 810974696D657374616D70040000019887725B97
caughttime::nasserz_, date, 810974696D657374616D700400000198877279C8
cave::1, string, 80084E6F742075736564
cave::2, string, 80084E6F742075736564
cave::3, string, 80084E6F742075736564
cave::4, string, 80084E6F742075736564
cave::5, string, 80084E6F742075736564
cave::6, string, 80084E6F742075736564
cave::7, string, 80084E6F742075736564
cave::8, string, 80084E6F742075736564
cave::9, string, 80084E6F742075736564
cave::10, string, 80084E6F742075736564
cave::11, string, 80084E6F742075736564
cave::12, string, 80084E6F742075736564
cave::13, string, 80084E6F742075736564
cave::14, string, 80084E6F742075736564
cave::15, string, 80084E6F742075736564
cave::16, string, 80084E6F742075736564
cave::17, string, 80084E6F742075736564
cave::18, string, 80084E6F742075736564
cave::19, string, 80084E6F742075736564
cave::20, string, 80084E6F742075736564
cave::21, string, 80084E6F742075736564
cave::22, string, 80084E6F742075736564
cave::23, string, 80084E6F742075736564
cave::24, string, 80084E6F742075736564
cave::25, string, 80084E6F742075736564
cave::26, string, 80084E6F742075736564
cave::27, string, 80084E6F742075736564
cave::28, string, 80084E6F742075736564
cave::29, string, 80084E6F742075736564
cave::30, string, 80084E6F742075736564
cave::31, string, 80084E6F742075736564
cave::32, string, 80084E6F742075736564
cave::33, string, 80084E6F742075736564
cave::34, string, 80084E6F742075736564
cave::35, string, 80084E6F742075736564
cave::36, string, 80084E6F742075736564
cave::37, string, 80084E6F742075736564
cave::38, string, 80084E6F742075736564
cave::39, string, 80084E6F742075736564
cave::40, string, 80084E6F742075736564
cave::41, string, 80084E6F742075736564
cave::42, string, 80084E6F742075736564
cave::43, string, 80084E6F742075736564
cave::44, string, 80084E6F742075736564
cave::45, string, 80084E6F742075736564
cave::46, string, 80084E6F742075736564
cave::47, string, 80084E6F742075736564
cave::48, string, 80084E6F742075736564
cave::49, string, 80084E6F742075736564
cave::50, string, 80084E6F742075736564
cave-unlocked::driveen, long, 0000000000000000
"cavefixblock::amethyst block", itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C756573800E4E6577426C6F636B56616C7565738209697344656661756C740F0104646174612080186D696E6563726166743A616D6574687973745F626C6F636B076973416C6961730F0105706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A096974656D466C61677303000000000A6973416E797468696E670F00086974656D466F726D0F00036B65792080186D696E6563726166743A616D6574687973745F626C6F636B06616D6F756E7403FFFFFFFF046974656D000A676C6F62616C4D6574610005626C6F636B00
cavefixblock::cobblestone, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C756573800E4E6577426C6F636B56616C7565738209697344656661756C740F0104646174612080156D696E6563726166743A636F62626C6573746F6E65076973416C6961730F0105706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A096974656D466C61677303000000000A6973416E797468696E670F00086974656D466F726D0F00036B65792080156D696E6563726166743A636F62626C6573746F6E6506616D6F756E7403FFFFFFFF046974656D000A676C6F62616C4D6574610005626C6F636B00
"cavefixblock::diamond ore", itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C756573800E4E6577426C6F636B56616C7565738209697344656661756C740F0104646174612080156D696E6563726166743A6469616D6F6E645F6F7265076973416C6961730F0105706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A096974656D466C61677303000000000A6973416E797468696E670F00086974656D466F726D0F00036B65792080156D696E6563726166743A6469616D6F6E645F6F726506616D6F756E7403FFFFFFFF046974656D000A676C6F62616C4D6574610005626C6F636B00
"cavefixblock::emerald ore", itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C756573800E4E6577426C6F636B56616C7565738209697344656661756C740F0104646174612080156D696E6563726166743A656D6572616C645F6F7265076973416C6961730F0105706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A096974656D466C61677303000000000A6973416E797468696E670F00086974656D466F726D0F00036B65792080156D696E6563726166743A656D6572616C645F6F726506616D6F756E7403FFFFFFFF046974656D000A676C6F62616C4D6574610005626C6F636B00
"cavefixblock::gold ore", itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C756573800E4E6577426C6F636B56616C7565738209697344656661756C740F0104646174612080126D696E6563726166743A676F6C645F6F7265076973416C6961730F0105706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A096974656D466C61677303000000000A6973416E797468696E670F00086974656D466F726D0F00036B65792080126D696E6563726166743A676F6C645F6F726506616D6F756E7403FFFFFFFF046974656D000A676C6F62616C4D6574610005626C6F636B00
"cavefixblock::honeycomb block", itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C756573800E4E6577426C6F636B56616C7565738209697344656661756C740F0104646174612080196D696E6563726166743A686F6E6579636F6D625F626C6F636B076973416C6961730F0105706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A096974656D466C61677303000000000A6973416E797468696E670F00086974656D466F726D0F00036B65792080196D696E6563726166743A686F6E6579636F6D625F626C6F636B06616D6F756E7403FFFFFFFF046974656D000A676C6F62616C4D6574610005626C6F636B00
"cavefixblock::iron ore", itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C756573800E4E6577426C6F636B56616C7565738209697344656661756C740F0104646174612080126D696E6563726166743A69726F6E5F6F7265076973416C6961730F0105706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A096974656D466C61677303000000000A6973416E797468696E670F00086974656D466F726D0F00036B65792080126D696E6563726166743A69726F6E5F6F726506616D6F756E7403FFFFFFFF046974656D000A676C6F62616C4D6574610005626C6F636B00
"cavefixblock::light blue glazed terracotta", itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C756573800E4E6577426C6F636B56616C7565738209697344656661756C740F0104646174612080346D696E6563726166743A6C696768745F626C75655F676C617A65645F7465727261636F7474615B666163696E673D6E6F7274685D076973416C6961730F0105706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A096974656D466C61677303000000000A6973416E797468696E670F00086974656D466F726D0F00036B65792080266D696E6563726166743A6C696768745F626C75655F676C617A65645F7465727261636F74746106616D6F756E7403FFFFFFFF046974656D000A676C6F62616C4D6574610005626C6F636B00
"cavefixblock::lime glazed terracotta", itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C756573800E4E6577426C6F636B56616C7565738209697344656661756C740F01046461746120802E6D696E6563726166743A6C696D655F676C617A65645F7465727261636F7474615B666163696E673D6E6F7274685D076973416C6961730F0105706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A096974656D466C61677303000000000A6973416E797468696E670F00086974656D466F726D0F00036B65792080206D696E6563726166743A6C696D655F676C617A65645F7465727261636F74746106616D6F756E7403FFFFFFFF046974656D000A676C6F62616C4D6574610005626C6F636B00
"cavefixblock::purple glazed terracotta", itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C756573800E4E6577426C6F636B56616C7565738209697344656661756C740F0104646174612080306D696E6563726166743A707572706C655F676C617A65645F7465727261636F7474615B666163696E673D6E6F7274685D076973416C6961730F0105706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A096974656D466C61677303000000000A6973416E797468696E670F00086974656D466F726D0F00036B65792080226D696E6563726166743A707572706C655F676C617A65645F7465727261636F74746106616D6F756E7403FFFFFFFF046974656D000A676C6F62616C4D6574610005626C6F636B00
"cavefixblock::red glazed terracotta", itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C756573800E4E6577426C6F636B56616C7565738209697344656661756C740F01046461746120802D6D696E6563726166743A7265645F676C617A65645F7465727261636F7474615B666163696E673D6E6F7274685D076973416C6961730F0105706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A096974656D466C61677303000000000A6973416E797468696E670F00086974656D466F726D0F00036B657920801F6D696E6563726166743A7265645F676C617A65645F7465727261636F74746106616D6F756E7403FFFFFFFF046974656D000A676C6F62616C4D6574610005626C6F636B00
caveitems::1, string, 8006636F62626C65
caveitems::2, string, 800469726F6E
caveitems::3, string, 8004676F6C64
caveitems::4, string, 80076469616D6F6E64
caveitems::5, string, 8007656D6572616C64
caveitems::6, string, 8008616D657468797374
caveitems::7, string, 8009686F6E6579636F6D62
caveitems::8, string, 8009666972657368617264
caveitems::9, string, 80076C6172696D6172
caveitems::10, string, 80076D69746872696C
caveitems::11, string, 80076368726F6D6974
cavekey::1, string, 800B636F62626C6573746F6E65
cavekey::2, string, 800869726F6E206F7265
cavekey::3, string, 8008676F6C64206F7265
cavekey::4, string, 800B6469616D6F6E64206F7265
cavekey::5, string, 800B656D6572616C64206F7265
cavekey::6, string, 800E616D65746879737420626C6F636B
cavekey::7, string, 800F686F6E6579636F6D6220626C6F636B
cavekey::8, string, 801572656420676C617A6564207465727261636F747461
cavekey::9, string, 80166C696D6520676C617A6564207465727261636F747461
cavekey::10, string, 801C6C6967687420626C756520676C617A6564207465727261636F747461
cavekey::11, string, 8018707572706C6520676C617A6564207465727261636F747461
caveupgrade-area::driveen, boolean, 01
caveupgrade-exp::driveen, boolean, 01
caveupgrade-regen::driveen, boolean, 01
ce::data::cinematics::1, string, 800844756E67656F6E73
ce::data::cinematics::2, string, 800757656C636F6D65
chat-message::driveen::1, string, 8006313663393166
chat-message::driveen::2, string, 8006336266663566
checks::brain_coral, boolean, 01
checks::bubble_coral, boolean, 01
checks::fire_coral, boolean, 01
checks::horn_coral, boolean, 01
checks::tube_coral, boolean, 01
cin-data::dungeon-3::1, boolean, 01
cin-data::dungeon-2::1, long, 0000000000000006
cin-data::dungeon-1::1, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C07F380000000000017909405C023CE2656E99017A09C08274000000000005706974636808000000000379617708C2B40000
cin-data::dungeon-1::2, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C07E815808BCAF22017909405C023CE2656E99017A09C08274000000000005706974636808000000000379617708C2B40000
cin-data::dungeon-1::times::1, string, 800131
cin-data::dungeon-1::times::2, string, 800132
cin-data::dungeons-3::1, boolean, 01
cin-data::dungeons-2::1, long, 0000000000000006
cin-data::dungeons-1::1, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C0976E0000000000017909405C199EB40D1A77017A09C098DA000000000005706974636808000000000379617708C2B40000
cin-data::dungeons-1::2, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C09740644FEF4F90017909405C199EB40D1A77017A09C098DA000000000005706974636808000000000379617708C2B40000
cin-data::dungeons-1::times::1, string, 800131
cin-data::dungeons-1::times::2, string, 800132
cin-data::welcome-3::1, boolean, 01
cin-data::welcome-3::5, boolean, 01
cin-data::welcome-3::8, boolean, 01
cin-data::welcome-3::11, boolean, 01
cin-data::welcome-3::15, boolean, 01
cin-data::welcome-3::19, boolean, 01
cin-data::welcome-3::23, boolean, 01
cin-data::welcome-3::26, boolean, 01
cin-data::welcome-2::1, long, 0000000000000003
cin-data::welcome-2::2, long, 0000000000000006
cin-data::welcome-2::5, long, 0000000000000006
cin-data::welcome-2::8, long, 0000000000000006
cin-data::welcome-2::11, long, 0000000000000003
cin-data::welcome-2::12, long, 0000000000000003
cin-data::welcome-2::15, long, 0000000000000003
cin-data::welcome-2::16, long, 0000000000000005
cin-data::welcome-2::19, long, 0000000000000003
cin-data::welcome-2::20, long, 0000000000000005
cin-data::welcome-2::23, long, 0000000000000008
cin-data::welcome-2::26, long, 0000000000000008
cin-data::welcome-2::locked!, long, 0000000000000007
cin-data::welcome-1::1, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178093FE00000000000000179094059000000000000017A093FE00000000000000570697463680836360000037961770842B44CD9
cin-data::welcome-1::2, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C015B2AC2BB7F20F017909405988ADE640A2A0017A093FE000000000000005706974636808BE19999B037961770842B44CCD
cin-data::welcome-1::3, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C0414BCAE3A7D2D3017909405A7851965FEB08017A093FE00000000000000570697463680800000000037961770842B44CCD
cin-data::welcome-1::4, string, 800854656C65706F7274
cin-data::welcome-1::5, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C03E800000000000017909405882E71ECDAD7B017A094023000000000000057069746368080000000003796177083E19999B
cin-data::welcome-1::6, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C03E8095A0AB316E0179094058FA9177B095AE017A094033446C8E326350057069746368080000000003796177083E19999B
cin-data::welcome-1::7, string, 800854656C65706F7274
cin-data::welcome-1::8, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C0453602F049E31F0179094059474B93E20AB2017A09402597DF6BEC5B6405706974636808418D998D0379617708423C6664
